RBD	COD_REG_RBD	COD_PRO_RBD	COD_COM_RBD	MAT_HOM_TOT	MAT_MUJ_TOT	MAT_TOTAL
12599	1	11	1101	10	18	28
12600	1	11	1101	25	25	50
12601	1	11	1101	0	0	0
12602	1	11	1107	426	466	892
12603	1	11	1107	521	700	1221
12604	1	11	1101	341	349	690
12605	1	11	1107	595	628	1223
12606	1	11	1101	28	26	54
12607	1	11	1101	54	72	126
12609	15	151	15101	25	16	41
12610	15	151	15101	206	352	558
12612	1	11	1101	0	0	0
12613	1	11	1101	74	61	135
12614	1	11	1101	0	0	0
12615	1	11	1101	0	0	0
12616	1	11	1101	0	0	0
12617	1	14	1401	454	406	860
12618	1	11	1101	0	0	0
12619	1	11	1101	28	51	79
12620	1	11	1107	54	74	128
12621	1	11	1101	33	41	74
12622	15	151	15101	23	32	55
12623	1	14	1405	199	175	374
12624	15	151	15101	0	0	0
12626	15	151	15101	0	0	0
12627	1	11	1101	0	0	0
12628	1	11	1101	0	0	0
12629	1	11	1101	0	0	0
12630	15	151	15101	447	395	842
12631	1	11	1101	718	752	1470
12632	1	11	1107	425	345	770
12633	15	152	15201	0	0	0
12634	1	11	1107	163	138	301
12635	1	11	1101	78	111	189
12636	1	11	1101	89	62	151
12637	1	11	1101	0	0	0
12638	1	11	1101	232	246	478
12640	15	151	15101	0	0	0
12641	1	11	1101	0	0	0
12643	15	151	15101	0	0	0
12644	1	11	1101	0	0	0
12645	1	11	1101	0	0	0
12646	1	11	1101	192	152	344
12647	15	151	15101	0	0	0
12648	1	11	1101	61	56	117
12649	1	11	1107	590	715	1305
12650	1	11	1107	724	826	1550
12651	1	11	1101	0	0	0
12652	1	11	1107	705	581	1286
12653	1	11	1101	0	0	0
12654	1	11	1107	0	0	0
12655	1	11	1107	366	275	641
12657	1	11	1101	284	258	542
12658	15	151	15101	81	58	139
12659	15	151	15101	154	110	264
12660	1	11	1101	61	45	106
12661	1	11	1101	4	4	8
12662	1	11	1101	0	0	0
12663	1	11	1101	0	0	0
12664	1	14	1401	2	0	2
12665	15	151	15101	0	0	0
12666	1	11	1107	0	0	0
12667	1	11	1101	720	879	1599
12668	1	14	1404	1	0	1
12669	1	11	1101	602	682	1284
12670	1	11	1101	49	35	84
12672	1	11	1101	884	0	884
12674	1	11	1101	4	9	13
12675	1	11	1107	48	32	80
12676	1	11	1101	16	14	30
12677	1	11	1101	0	0	0
12678	1	11	1101	28	17	45
12679	1	11	1101	0	0	0
12680	1	11	1107	55	38	93
12681	1	11	1101	73	55	128
12682	1	11	1101	663	564	1227
12683	1	11	1101	289	122	411
12684	1	14	1405	0	0	0
12685	1	11	1107	187	142	329
12686	1	11	1107	589	846	1435
12688	1	11	1101	137	84	221
12689	1	11	1101	0	0	0
12691	1	11	1107	53	36	89
12692	1	11	1107	0	0	0
12693	1	11	1107	559	587	1146
12694	15	151	15101	178	127	305
12695	15	151	15101	57	31	88
12696	15	151	15101	373	46	420
12697	1	11	1101	100	60	160
12698	1	11	1101	54	31	85
12699	1	14	1401	53	52	105
12700	1	11	1101	55	41	96
12701	15	151	15101	0	0	0
12702	1	11	1101	7	6	13
12703	1	11	1101	0	0	0
12704	1	11	1107	21	23	44
12705	15	151	15101	17	26	43
12707	15	151	15101	0	0	0
12708	1	14	1405	1	3	4
12709	1	11	1101	105	55	160
12710	1	11	1101	219	245	464
12711	1	11	1107	193	146	339
12712	15	151	15101	520	459	979
12713	15	151	15101	443	465	908
12714	15	151	15101	0	0	0
12715	1	11	1107	210	206	416
12716	15	151	15101	643	620	1263
12717	1	11	1101	57	51	108
12718	1	11	1101	18	13	31
12719	1	11	1107	360	355	715
12720	15	151	15101	290	212	502
12721	15	151	15101	22	26	48
12722	1	11	1101	59	49	108
12724	1	11	1101	0	0	0
12725	1	11	1101	49	58	107
12726	1	11	1107	309	224	533
12727	15	151	15101	52	37	89
12728	1	11	1107	120	146	266
12729	1	11	1101	0	0	0
12730	1	11	1107	370	0	370
12731	1	11	1101	80	43	123
12732	1	11	1107	78	60	138
12733	15	151	15101	57	50	107
12734	1	11	1107	126	102	228
12735	1	11	1101	348	286	634
12736	1	14	1401	106	153	259
12738	1	11	1107	117	103	220
12739	1	11	1107	108	73	181
12741	1	11	1101	113	117	230
12742	15	151	15101	57	41	98
12743	1	11	1107	0	0	0
12744	15	151	15101	0	0	0
12746	1	11	1107	43	46	89
12747	1	11	1107	502	491	993
12748	15	151	15101	43	17	60
12749	1	11	1107	502	429	931
12750	15	151	15101	179	111	290
12751	1	11	1101	89	69	158
12752	15	151	15101	0	0	0
12753	1	11	1107	169	128	297
12755	1	11	1101	0	0	0
12756	1	11	1101	11	15	26
12757	1	11	1101	149	189	338
12758	1	11	1101	387	318	705
12759	1	14	1402	24	22	46
12760	1	11	1101	0	0	0
12761	1	11	1101	221	178	399
12762	1	11	1101	180	178	358
12764	8	83	8309	47	46	93
12765	4	42	4203	20	19	39
12766	13	133	13303	103	0	103
12767	8	83	8313	126	119	245
12770	5	58	5804	25	16	41
12772	10	102	10202	102	81	183
12773	10	101	10101	77	69	146
12774	4	41	4101	64	43	107
12775	13	134	13401	420	367	787
12776	4	41	4102	43	25	68
12777	13	135	13501	25	17	42
12778	13	131	13124	164	152	316
12779	4	41	4101	115	125	240
12780	4	41	4101	22	33	55
12781	4	41	4101	296	261	557
12800	2	21	2101	321	262	583
12802	2	21	2101	0	504	504
12805	2	22	2201	7	14	21
12806	2	22	2201	0	0	0
12808	2	22	2201	0	0	0
12809	2	21	2101	0	0	0
12810	2	22	2201	597	492	1089
12811	2	22	2201	145	123	268
12812	2	22	2201	0	0	0
12814	2	22	2201	43	51	94
12815	2	21	2101	11	13	24
12816	2	22	2201	0	0	0
12819	2	21	2101	0	0	0
12820	2	21	2101	48	33	81
12822	2	21	2101	126	102	228
12823	2	22	2201	346	336	682
12824	2	21	2101	52	21	73
12826	2	21	2101	0	0	0
12827	2	23	2301	53	3	56
12829	2	22	2201	332	331	663
12830	2	21	2101	205	384	589
12831	2	22	2201	34	36	70
12832	2	22	2201	302	280	582
12833	2	21	2101	54	23	77
12834	2	21	2101	147	97	244
12836	2	22	2201	604	584	1188
12837	2	21	2101	400	502	902
12838	2	22	2201	495	438	933
12840	2	21	2101	564	481	1045
12842	2	22	2203	229	222	451
12843	2	22	2201	0	0	0
12845	2	21	2101	11	14	25
12846	2	21	2101	270	281	551
12847	2	22	2201	32	56	88
12848	2	21	2101	48	69	117
12850	2	21	2101	0	0	0
12851	2	22	2201	300	303	603
12853	2	22	2201	398	405	803
12855	2	21	2101	121	153	274
12857	2	22	2201	0	0	0
12858	2	22	2201	0	0	0
12859	2	21	2101	0	0	0
12860	2	21	2101	292	355	647
12861	2	22	2201	71	78	149
12862	2	22	2201	27	29	56
12863	2	21	2101	30	17	47
12864	2	21	2101	402	410	812
12865	2	22	2201	58	58	116
12867	2	22	2201	142	125	267
12868	2	21	2101	473	578	1051
12869	2	22	2201	91	70	161
12870	2	21	2101	775	725	1500
12871	2	22	2201	319	369	688
12872	2	21	2102	163	161	324
12875	2	22	2201	0	0	0
12876	2	22	2201	112	130	242
12877	2	21	2101	3	3	6
12878	2	21	2101	294	140	434
12879	2	21	2101	50	29	79
12880	2	22	2201	0	0	0
12881	2	23	2301	0	0	0
12882	2	22	2201	50	50	100
12884	2	21	2101	359	378	737
12885	2	21	2101	721	867	1588
12886	2	21	2101	82	93	175
12887	2	21	2101	35	34	69
12888	2	22	2201	183	86	269
12889	2	21	2101	22	25	47
12890	2	21	2101	65	28	93
12891	2	21	2101	1116	1073	2189
12931	2	21	2101	0	0	0
12932	2	21	2101	14	13	27
12934	2	21	2102	26	26	52
12935	2	21	2101	467	529	996
12936	2	21	2101	190	103	293
12937	2	21	2101	0	0	0
12938	2	21	2101	5	5	10
12939	2	22	2201	58	61	119
12940	2	22	2201	0	0	0
12941	2	21	2104	306	264	570
12942	2	23	2301	357	362	719
12943	2	21	2101	1209	0	1209
12944	2	21	2101	550	470	1020
12945	2	21	2101	442	348	790
12946	2	22	2201	0	0	0
12948	2	21	2101	37	52	89
12949	2	22	2201	33	28	61
12951	2	21	2101	74	16	90
12952	2	22	2201	76	81	157
12953	2	21	2101	74	38	112
12954	2	21	2101	0	0	0
12955	2	21	2101	239	171	410
12956	2	22	2201	37	36	73
12957	2	21	2101	0	0	0
12958	2	21	2101	311	357	668
12959	2	21	2101	105	68	173
12960	2	21	2101	33	28	61
12961	2	22	2201	158	121	279
12962	2	21	2101	554	502	1056
12963	2	21	2101	793	865	1658
12965	2	21	2101	0	0	0
12966	2	21	2101	356	375	731
12967	2	21	2101	57	35	92
12968	2	21	2102	68	39	107
12969	2	21	2101	36	37	73
12970	2	21	2101	485	430	915
12971	2	21	2101	35	17	52
12972	2	21	2101	317	54	371
12973	2	21	2102	0	0	0
12974	2	21	2101	80	42	122
12975	2	21	2101	34	36	70
12976	2	21	2101	6	5	11
12977	2	21	2101	525	514	1039
12979	2	22	2201	56	54	110
12980	2	22	2201	415	448	863
12982	2	21	2101	110	53	163
12983	2	22	2201	32	21	53
12984	2	22	2201	77	85	162
12985	2	21	2101	0	0	0
12986	2	21	2101	39	26	65
12987	2	21	2101	56	25	81
13101	3	31	3101	0	0	0
13102	3	31	3101	0	0	0
13103	3	31	3102	248	257	505
13104	3	31	3102	354	289	643
13105	3	31	3101	30	36	66
13106	3	33	3301	0	0	0
13107	3	31	3101	3	2	5
13108	3	31	3101	2	5	7
13110	3	31	3101	0	0	0
13111	3	31	3101	0	0	0
13112	3	31	3101	731	647	1378
13114	3	32	3202	0	0	0
13115	3	31	3102	0	0	0
13116	3	31	3103	7	0	7
13117	3	31	3101	373	394	767
13118	3	31	3103	314	304	618
13119	3	33	3301	0	0	0
13120	3	31	3101	0	0	0
13121	3	33	3301	120	120	240
13122	3	33	3301	162	78	240
13123	3	32	3202	26	18	44
13124	3	31	3103	35	49	84
13125	3	31	3101	282	294	576
13126	3	32	3201	0	0	0
13128	3	33	3304	8	5	13
13129	3	32	3202	0	0	0
13131	3	31	3101	47	44	91
13132	3	33	3303	0	0	0
13133	3	31	3101	152	153	305
13134	3	33	3304	176	176	352
13135	3	32	3201	306	276	582
13136	3	31	3101	0	0	0
13137	3	32	3202	0	0	0
13138	3	31	3101	174	110	284
13139	3	31	3101	29	26	55
13140	3	32	3202	0	0	0
13141	3	31	3101	187	95	282
13142	3	33	3301	29	30	59
13143	3	31	3102	183	179	362
13145	3	31	3101	660	657	1317
13146	3	31	3101	818	0	818
13147	3	31	3102	0	0	0
13148	3	32	3201	0	0	0
13149	3	31	3101	214	188	402
13150	3	32	3201	0	0	0
13152	3	32	3202	68	46	114
13153	3	31	3101	0	0	0
13154	3	31	3101	387	367	754
13155	3	32	3201	30	50	80
13156	3	31	3101	400	434	834
13157	3	33	3301	81	53	134
13159	3	31	3101	0	0	0
13160	3	31	3102	0	0	0
13162	3	31	3101	59	16	75
13163	3	31	3101	516	391	907
13164	3	31	3101	13	12	25
13165	3	31	3101	0	0	0
13166	3	31	3101	0	0	0
13167	3	33	3301	228	240	468
13168	3	31	3101	231	202	433
13169	3	31	3101	49	31	80
13170	3	32	3202	256	245	501
13171	3	31	3101	113	121	234
13172	3	31	3103	130	79	209
13173	3	32	3202	0	0	0
13174	3	31	3103	0	0	0
13176	3	31	3101	327	264	591
13177	3	31	3102	322	319	641
13178	3	32	3201	132	159	291
13179	3	31	3101	0	0	0
13180	3	31	3101	0	0	0
13181	3	33	3303	209	189	398
13182	3	32	3202	18	12	30
13183	3	31	3101	10	3	13
13184	3	31	3101	0	0	0
13185	3	33	3301	227	482	709
13186	3	32	3202	35	31	66
13187	3	31	3101	67	43	110
13188	3	31	3101	656	492	1148
13190	3	31	3101	375	434	809
13191	3	33	3301	83	57	140
13193	3	31	3102	51	49	100
13194	3	33	3301	0	0	0
13195	3	33	3301	48	40	88
13196	3	31	3102	49	16	65
13197	3	33	3301	73	47	120
13198	3	31	3101	96	48	144
13199	3	33	3304	60	28	88
13200	3	33	3304	47	39	86
13202	3	33	3301	221	271	492
13203	3	31	3101	96	48	144
13204	13	133	13303	45	37	82
13205	5	56	5606	173	196	369
13206	5	53	5301	44	33	77
13207	9	91	9119	35	24	59
13208	9	91	9101	43	39	82
13210	13	131	13123	0	0	0
13212	13	131	13110	42	24	66
13214	10	101	10109	40	33	73
13215	13	131	13123	7	5	12
13216	9	91	9101	185	178	363
13217	9	91	9112	31	15	46
13218	13	134	13401	16	14	30
13219	13	131	13110	159	143	302
13220	13	131	13110	214	217	431
13221	13	131	13110	32	22	54
13300	4	41	4101	377	397	774
13302	4	42	4203	3	1	4
13303	4	41	4101	34	36	70
13304	4	41	4102	0	0	0
13305	4	41	4101	134	149	283
13309	4	43	4304	7	8	15
13310	4	41	4101	0	0	0
13311	4	41	4101	0	0	0
13312	4	43	4302	3	1	4
13313	4	41	4102	889	917	1806
13314	4	41	4102	460	463	923
13315	4	41	4101	0	0	0
13316	4	41	4102	0	0	0
13319	4	41	4101	298	330	628
13320	4	41	4102	35	36	71
13321	4	42	4201	0	0	0
13322	4	41	4101	0	0	0
13324	4	41	4102	365	436	801
13325	4	43	4302	0	0	0
13328	4	41	4101	0	0	0
13329	4	41	4101	0	0	0
13330	4	41	4101	162	75	237
13331	4	41	4102	30	44	74
13332	4	41	4102	150	154	304
13333	4	41	4101	98	42	140
13334	4	42	4201	0	0	0
13335	4	41	4101	0	0	0
13336	4	43	4302	1	3	4
13338	4	41	4102	0	0	0
13339	4	41	4101	24	18	42
13341	4	41	4102	113	126	239
13342	4	41	4102	76	37	113
13343	4	41	4102	0	0	0
13344	4	41	4101	397	391	788
13347	4	41	4101	0	0	0
13350	4	41	4101	47	57	104
13351	4	41	4101	0	0	0
13352	4	42	4202	198	192	390
13353	4	41	4101	0	0	0
13356	4	41	4101	432	532	964
13357	4	41	4101	0	0	0
13358	4	41	4106	73	96	169
13359	4	41	4101	0	0	0
13360	4	41	4101	190	211	401
13361	4	41	4102	493	528	1021
13362	4	43	4303	1	2	3
13363	4	43	4304	6	3	9
13364	4	43	4304	0	0	0
13365	4	43	4305	1	1	2
13366	4	43	4302	0	0	0
13367	4	41	4101	0	0	0
13369	4	41	4102	0	0	0
13370	4	41	4102	362	386	748
13372	4	41	4101	231	251	482
13373	4	41	4102	420	435	855
13374	4	43	4301	0	0	0
13375	4	42	4201	3	0	3
13376	4	41	4101	463	554	1017
13377	4	41	4101	0	0	0
13378	4	41	4101	32	5	37
13379	4	42	4201	11	6	17
13380	4	42	4201	10	2	12
13381	4	41	4102	0	0	0
13382	4	42	4201	0	0	0
13383	4	42	4204	306	271	577
13384	4	41	4101	492	540	1032
13386	4	41	4101	0	0	0
13387	4	43	4301	425	427	852
13388	4	41	4101	379	394	773
13389	4	41	4101	7	4	11
13390	4	41	4101	0	0	0
13391	4	41	4101	0	0	0
13392	4	43	4301	0	0	0
13393	4	41	4101	20	17	37
13394	4	42	4204	188	162	350
13395	4	42	4204	9	8	17
13396	4	41	4102	310	171	481
13397	4	41	4102	0	0	0
13398	4	42	4203	19	21	40
13400	4	42	4204	0	0	0
13401	4	41	4102	21	21	42
13402	4	43	4302	0	0	0
13403	4	41	4102	29	27	56
13405	4	41	4102	49	44	93
13406	4	41	4101	0	0	0
13407	4	41	4101	0	0	0
13408	4	41	4101	0	0	0
13409	4	41	4106	0	0	0
13410	4	41	4101	0	0	0
13411	4	41	4101	21	27	48
13412	4	43	4303	30	30	60
13413	4	41	4106	0	0	0
13414	4	41	4102	0	0	0
13415	4	41	4101	99	82	181
13416	4	41	4101	174	179	353
13417	4	41	4101	216	213	429
13419	4	41	4101	0	0	0
13420	4	41	4101	659	684	1343
13422	4	43	4305	0	0	0
13423	4	43	4305	30	25	55
13424	4	41	4101	33	34	67
13425	4	41	4102	0	0	0
13426	4	41	4101	129	94	223
13427	4	43	4303	387	417	804
13428	4	42	4201	90	63	153
13429	4	41	4101	0	0	0
13430	4	41	4102	0	0	0
13431	4	41	4102	0	0	0
13432	4	41	4101	0	0	0
13433	4	41	4101	0	0	0
13434	4	41	4101	383	427	810
13436	4	41	4101	0	0	0
13437	4	41	4101	26	17	43
13438	4	41	4102	0	0	0
13439	4	43	4301	248	300	548
13440	4	41	4101	0	0	0
13441	4	41	4102	0	0	0
13442	4	41	4102	616	626	1242
13443	4	41	4102	0	0	0
13444	4	41	4102	0	0	0
13445	4	41	4102	50	41	91
13446	4	41	4101	449	464	913
13447	4	41	4101	0	0	0
13448	4	41	4102	0	0	0
13450	4	41	4101	515	460	975
13451	4	41	4101	21	25	46
13453	4	41	4102	0	0	0
13454	4	41	4101	0	0	0
13455	4	42	4201	23	11	34
13456	4	41	4101	0	0	0
13457	4	43	4301	33	16	49
13458	4	41	4102	0	0	0
13459	4	41	4102	0	0	0
13460	4	41	4102	5	9	14
13461	4	41	4102	109	118	227
13462	4	43	4303	189	177	366
13463	4	41	4101	431	332	763
13464	4	41	4102	0	0	0
13465	4	42	4204	12	8	20
13467	4	41	4102	137	132	269
13468	4	41	4102	0	0	0
13469	4	41	4101	29	28	57
13470	4	41	4102	0	0	0
13471	4	41	4101	56	33	89
13472	4	41	4101	0	0	0
13473	4	41	4101	71	33	104
13474	4	41	4101	190	161	351
13475	4	41	4101	599	502	1101
13476	4	41	4101	0	0	0
13477	4	41	4101	0	0	0
13478	4	41	4101	0	0	0
13479	4	41	4102	88	55	143
13480	4	43	4301	41	40	81
13481	4	43	4301	30	21	51
13482	4	42	4201	61	50	111
13484	4	41	4102	63	40	103
13485	4	43	4301	28	15	43
13486	4	42	4203	576	552	1128
13487	4	43	4301	0	0	0
13488	4	41	4101	0	0	0
13489	4	41	4102	459	480	939
13490	4	41	4101	0	0	0
13491	4	41	4102	426	362	788
13492	4	43	4301	0	0	0
13493	4	43	4301	56	44	100
13494	4	43	4303	155	132	287
13495	4	43	4301	0	0	0
13496	4	41	4101	0	0	0
13498	4	43	4304	0	2	2
13499	4	41	4102	122	74	196
13500	4	42	4201	13	8	21
13501	4	41	4102	10	13	23
13503	4	41	4101	184	147	331
13504	4	41	4102	336	329	665
13505	4	42	4204	67	53	120
13506	4	43	4304	67	52	119
13507	4	41	4101	0	0	0
13508	4	41	4101	0	0	0
13509	4	41	4102	0	0	0
13510	4	41	4101	27	24	51
13511	4	41	4101	0	0	0
13512	4	41	4106	141	158	299
13513	4	43	4301	364	257	621
13514	4	41	4102	174	219	393
13515	4	43	4302	56	35	91
13517	4	41	4106	75	39	114
13518	4	41	4102	130	146	276
13519	4	43	4301	0	0	0
13520	4	41	4101	0	0	0
13521	4	41	4102	0	0	0
13522	4	42	4201	0	0	0
13523	4	41	4102	0	0	0
13524	4	42	4201	22	15	37
13525	4	41	4102	99	86	185
13526	4	41	4101	0	0	0
13527	4	41	4101	107	73	180
13528	4	41	4102	146	137	283
13529	4	41	4102	33	35	68
13530	4	41	4102	60	53	113
13531	4	42	4203	47	40	87
13532	4	43	4301	41	37	78
13534	4	42	4204	62	46	108
13535	4	41	4101	334	299	633
13536	4	41	4102	46	42	88
13537	4	41	4101	0	0	0
13538	4	43	4301	89	74	163
13539	4	41	4102	265	189	454
13540	4	43	4301	43	32	75
13541	4	43	4303	44	31	75
13542	4	43	4304	217	269	486
13543	4	43	4301	55	33	88
13544	4	41	4102	35	46	81
13545	4	43	4302	136	110	246
13546	4	41	4102	0	0	0
13548	4	41	4102	0	0	0
13549	4	41	4101	0	0	0
13551	4	43	4301	364	337	701
13552	4	41	4101	90	74	164
13553	4	41	4102	53	45	98
13554	4	41	4101	20	12	32
13555	4	43	4303	0	0	0
13556	4	41	4102	0	0	0
13557	4	41	4102	112	103	215
13558	4	41	4102	224	286	510
13559	4	41	4102	163	152	315
13560	4	41	4102	125	120	245
13561	4	41	4102	223	305	528
13562	4	41	4102	147	144	291
13563	4	41	4103	100	88	188
13565	4	41	4101	266	250	516
13566	4	41	4103	104	96	200
13567	4	41	4102	68	48	116
13568	4	42	4203	31	28	59
13569	4	42	4203	18	12	30
13570	4	42	4204	12	8	20
13571	4	41	4102	0	0	0
13572	4	43	4301	22	20	42
13573	4	43	4301	222	238	460
13574	4	41	4101	200	193	393
13575	4	41	4102	69	63	132
13576	4	41	4101	28	202	230
13577	4	41	4101	25	3	28
13579	4	43	4302	8	1	9
13580	4	41	4101	59	39	98
13582	4	41	4101	263	230	493
13583	4	41	4102	0	0	0
13584	4	41	4102	79	79	158
13585	4	41	4101	0	0	0
13586	4	41	4101	752	772	1524
13587	4	41	4101	210	150	360
13588	4	41	4101	0	0	0
13589	4	41	4102	14	19	33
13590	4	43	4301	222	188	410
13591	4	43	4301	380	316	696
13592	4	41	4101	406	19	425
13593	4	41	4102	194	148	342
13594	4	41	4102	0	0	0
13596	4	41	4102	0	0	0
13597	4	43	4301	56	50	106
13598	4	41	4102	64	53	117
13599	4	41	4102	45	17	62
13601	4	41	4102	68	47	115
13602	4	41	4101	98	81	179
13603	4	41	4101	0	0	0
13604	4	41	4102	295	325	620
13605	4	41	4102	0	0	0
13606	4	41	4106	538	562	1100
13607	4	41	4102	56	57	113
13608	4	41	4102	263	185	448
13609	4	41	4102	85	89	174
13610	4	41	4101	120	105	225
13611	4	41	4103	38	38	76
13612	4	41	4102	227	187	414
13613	4	41	4102	30	24	54
13615	4	41	4102	0	0	0
13616	4	41	4102	0	0	0
13617	4	41	4101	6	4	10
13618	4	41	4101	0	0	0
13619	4	41	4101	0	0	0
13620	4	41	4102	34	26	60
13621	4	41	4102	226	160	386
13622	4	41	4101	0	0	0
13623	4	41	4102	41	34	75
13624	4	41	4102	0	0	0
13625	4	41	4102	47	38	85
13626	4	41	4102	167	186	353
13627	4	42	4204	286	251	537
13629	4	41	4102	25	15	40
13630	4	43	4301	40	42	82
13632	4	41	4102	283	219	502
13633	4	41	4102	229	208	437
13634	4	41	4101	0	0	0
13635	4	41	4102	0	0	0
13636	4	41	4102	72	35	107
13637	4	41	4102	161	103	264
14000	5	55	5501	0	0	0
14201	5	53	5301	491	506	997
14202	5	57	5704	162	156	318
14203	5	53	5304	0	0	0
14205	5	51	5101	0	0	0
14206	5	55	5501	73	34	107
14208	5	55	5501	286	286	572
14209	5	58	5803	28	18	46
14210	5	55	5502	648	632	1280
14211	5	58	5804	273	319	592
14212	5	55	5502	187	168	355
14213	5	51	5107	190	151	341
14215	5	55	5506	105	79	184
14216	5	54	5401	0	0	0
14217	5	53	5302	219	196	415
14218	5	58	5804	0	0	0
14219	5	51	5101	7	12	19
14220	5	58	5801	0	0	0
14221	5	57	5701	0	0	0
14222	5	55	5501	0	0	0
14223	5	53	5302	0	0	0
14224	5	51	5103	64	42	106
14225	5	51	5109	75	104	179
14226	5	58	5801	0	0	0
14227	5	51	5101	0	0	0
14229	5	56	5601	0	0	0
14230	5	56	5601	0	0	0
14232	5	51	5101	453	456	909
14233	5	58	5801	171	156	327
14234	5	51	5101	51	29	80
14235	5	58	5801	0	0	0
14237	5	58	5801	227	221	448
14238	5	51	5101	0	0	0
14239	5	55	5501	0	0	0
14240	5	51	5109	0	0	0
14243	5	51	5109	0	0	0
14244	5	51	5109	0	0	0
14246	5	51	5109	0	0	0
14247	5	51	5101	70	40	110
14249	5	51	5103	99	372	471
14250	5	51	5109	8	5	13
14251	5	57	5701	26	21	47
14253	5	58	5801	0	0	0
14254	5	51	5109	0	0	0
14255	5	51	5109	46	28	74
14256	5	51	5101	30	29	59
14257	5	51	5109	56	77	133
14258	5	51	5109	10	12	22
14260	5	51	5109	132	124	256
14261	5	51	5109	0	0	0
14263	5	51	5109	16	19	35
14264	5	51	5109	0	0	0
14265	5	51	5109	158	194	352
14266	5	58	5801	131	115	246
14267	5	57	5701	0	0	0
14268	5	55	5502	63	80	143
14269	5	55	5502	37	20	57
14270	5	55	5501	186	221	407
14271	5	51	5102	40	32	72
14273	5	58	5804	0	0	0
14274	5	58	5801	0	0	0
14275	5	51	5101	0	0	0
14278	5	51	5109	0	0	0
14279	5	57	5701	0	0	0
14280	5	51	5109	304	360	664
14281	5	51	5101	0	0	0
14282	5	55	5503	0	0	0
14283	5	57	5703	28	19	47
14284	5	51	5109	122	255	377
14285	5	54	5401	0	0	0
14286	5	57	5701	0	0	0
14287	5	55	5502	0	0	0
14288	5	56	5601	268	250	518
14289	5	55	5502	193	189	382
14290	5	58	5801	0	0	0
14291	5	56	5603	0	0	0
14292	5	51	5109	8	13	21
14294	5	56	5603	0	0	0
14296	5	56	5601	0	0	0
14297	5	58	5804	0	0	0
14298	5	51	5101	0	0	0
14299	5	58	5801	275	255	530
14300	5	51	5101	32	32	64
14301	5	54	5401	0	0	0
14303	5	55	5501	0	0	0
14304	5	55	5502	0	0	0
14305	5	51	5109	53	2	55
14306	5	57	5701	0	0	0
14307	5	58	5802	111	125	236
14308	5	55	5501	113	147	260
14310	5	58	5802	25	22	47
14313	5	58	5804	240	297	537
14314	5	58	5801	180	222	402
14315	5	51	5101	149	106	255
14316	5	51	5109	137	164	301
14317	5	58	5804	0	0	0
14318	5	58	5804	0	0	0
14319	5	51	5101	0	0	0
14320	5	53	5301	0	0	0
14321	5	58	5801	0	0	0
14322	5	58	5802	31	20	51
14323	5	51	5109	102	107	209
14324	5	51	5109	39	26	65
14325	5	51	5101	0	0	0
14327	5	51	5101	0	0	0
14328	5	51	5109	608	689	1297
14329	5	54	5404	9	0	9
14330	5	51	5101	85	50	135
14331	5	51	5103	0	0	0
14332	5	54	5402	112	123	235
14334	5	51	5109	601	609	1210
14335	5	55	5501	0	0	0
14336	5	58	5801	60	93	153
14337	5	56	5601	0	0	0
14338	5	51	5101	18	15	33
14339	5	56	5601	0	0	0
14340	5	58	5801	0	0	0
14341	5	58	5801	0	0	0
14342	5	58	5801	0	0	0
14344	5	58	5804	0	0	0
14345	5	51	5109	0	0	0
14346	5	53	5301	0	0	0
14347	5	51	5109	25	16	41
14348	5	56	5601	521	540	1061
14349	5	56	5601	0	0	0
14351	5	51	5109	144	145	289
14352	5	53	5301	0	0	0
14353	5	51	5109	7	14	21
14354	5	51	5109	12	6	18
14355	5	51	5109	0	0	0
14356	5	51	5103	0	0	0
14358	5	58	5804	0	0	0
14359	5	58	5801	878	938	1816
14361	5	51	5101	0	0	0
14362	5	55	5501	13	15	28
14363	5	58	5804	594	730	1324
14364	5	51	5101	88	65	153
14365	5	58	5801	181	168	349
14366	5	51	5109	0	0	0
14367	5	57	5701	0	0	0
14370	5	51	5107	0	0	0
14371	5	51	5101	24	14	38
14372	5	58	5801	211	183	394
14373	5	56	5601	226	174	400
14375	5	58	5804	412	467	879
14376	5	54	5401	123	91	214
14377	5	56	5606	0	0	0
14379	5	51	5103	342	282	624
14380	5	51	5102	61	64	125
14381	5	51	5102	144	196	340
14382	5	58	5804	0	0	0
14383	5	58	5801	1	1	2
14384	5	58	5802	0	0	0
14385	5	56	5601	0	0	0
14386	5	56	5601	33	32	65
14387	5	51	5109	252	243	495
14389	5	51	5101	613	233	846
14392	5	58	5801	77	34	111
14393	5	58	5804	0	0	0
14394	5	51	5109	9	3	12
14395	5	54	5402	270	329	599
14396	5	51	5109	60	65	125
14397	5	55	5501	238	161	399
14398	5	55	5501	23	5	28
14400	5	56	5602	189	177	366
14401	5	57	5701	0	0	0
14402	5	58	5801	66	76	142
14403	5	58	5801	0	0	0
14404	5	58	5801	0	0	0
14405	5	55	5501	0	0	0
14408	5	51	5101	0	0	0
14409	5	53	5301	0	0	0
14411	5	55	5502	16	18	34
14412	5	57	5701	118	52	170
14413	5	51	5101	252	308	560
14414	5	53	5302	209	167	376
14415	5	53	5301	0	0	0
14416	5	54	5401	484	492	976
14417	5	51	5101	103	117	220
14418	5	58	5801	128	93	221
14419	5	51	5107	0	0	0
14420	5	56	5604	147	142	289
