Total;Mujeres;Hombres;Region;Comuna;Jornada
51;31;20;5;5109;2
151;81;70;8;8112;2
1;;1;5;5101;1
51;14;37;5;5101;1
3;;3;5;5101;1
3;1;2;5;5101;1
14;3;11;5;5101;1
11;1;10;5;5101;1
28;2;26;5;5101;1
37;6;31;5;5101;1
21;3;18;5;5101;1
24;;24;5;5101;1
4;1;3;5;5101;1
36;12;24;5;5101;1
16;4;12;5;5101;1
12;2;10;5;5101;1
10;3;7;5;5101;1
45;9;36;13;13132;1
205;7;198;13;13132;1
197;36;161;13;13132;1
7;1;6;13;13132;1
50;6;44;13;13132;1
14;1;13;13;13132;1
13;7;6;5;5101;1
44;5;39;13;13132;1
91;13;78;5;5109;2
52;11;41;13;13129;2
79;14;65;13;13132;1
9;7;2;5;5101;1
60;20;40;8;8112;1
150;8;142;8;8112;1
186;24;162;8;8112;1
307;67;240;5;5109;1
37;21;16;8;8112;1
87;45;42;5;5109;1
51;3;48;5;5109;1
146;2;144;8;8112;1
239;11;228;5;5109;1
198;13;185;5;5109;1
72;2;70;8;8112;1
38;10;28;5;5109;1
49;37;12;5;5109;1
108;6;102;8;8112;1
239;22;217;5;5109;1
162;20;142;13;13132;1
193;17;176;5;5109;1
24;1;23;8;8112;2
106;2;104;8;8112;1
230;7;223;5;5109;1
128;10;118;5;5109;1
125;6;119;8;8112;1
240;85;155;5;5109;1
102;34;68;8;8112;1
118;61;57;5;5109;1
76;11;65;5;5109;1
64;22;42;5;5109;1
100;57;43;5;5109;1
51;27;24;8;8112;1
57;3;54;8;8112;1
16;;16;8;8112;2
17;1;16;8;8112;1
129;16;113;5;5109;1
507;207;300;5;5101;1
369;203;166;5;5101;1
31;6;25;5;5101;1
102;45;57;5;5101;1
214;113;101;5;5101;1
421;244;177;5;5101;1
992;462;530;5;5101;1
73;54;19;5;5101;1
49;31;18;5;5101;1
98;67;31;5;5101;1
40;18;22;5;5101;1
8;4;4;5;5101;1
41;30;11;5;5101;1
20;7;13;5;5101;1
41;23;18;5;5101;1
12;4;8;5;5101;1
26;14;12;5;5101;1
21;9;12;5;5101;1
16;4;12;5;5101;2
6;2;4;5;5101;1
14;2;12;5;5101;5
24;14;10;5;5101;1
2;2;;5;5101;2
24;5;19;5;5101;1
20;10;10;5;5101;1
139;138;1;5;5101;1
68;31;37;5;5101;1
203;78;125;5;5101;1
379;91;288;5;5101;1
279;159;120;5;5101;1
323;64;259;5;5101;1
285;31;254;5;5101;1
420;30;390;5;5101;1
379;49;330;5;5101;1
936;319;617;5;5101;1
311;34;277;5;5101;1
279;73;206;5;5101;1
340;138;202;5;5101;1
639;304;335;5;5101;1
85;60;25;5;5101;1
121;71;50;5;5101;1
350;28;322;5;5101;1
196;53;143;5;5101;1
238;10;228;5;5101;1
187;8;179;5;5101;1
7;3;4;5;5101;1
4;2;2;5;5101;1
419;116;303;5;5101;1
270;21;249;5;5101;1
2;1;1;5;5101;1
222;166;56;5;5101;1
29;4;25;5;5101;1
327;148;179;5;5101;1
148;105;43;5;5101;1
13;9;4;5;5101;1
11;;11;5;5101;1
28;14;14;5;5101;1
19;5;14;5;5101;2
41;25;16;5;5101;2
17;8;9;5;5101;1
20;2;18;5;5101;1
13;3;10;5;5101;1
11;7;4;5;5101;1
10;5;5;5;5101;1
71;28;43;5;5101;1
25;12;13;5;5101;1
28;19;9;5;5101;1
36;22;14;5;5101;1
73;45;28;5;5101;1
16;1;15;5;5101;2
1;;1;5;5101;2
27;18;9;5;5101;1
36;22;14;5;5101;1
8;3;5;5;5101;2
18;4;14;5;5101;2
4;1;3;5;5101;1
15;3;12;5;5101;1
41;21;20;5;5101;2
13;3;10;5;5101;2
3;3;;5;5101;1
47;17;30;5;5101;2
14;8;6;5;5101;2
17;8;9;5;5101;1
7;1;6;5;5101;2
9;;9;5;5101;2
25;3;22;5;5101;2
1;1;;5;5101;1
20;;20;5;5101;5
24;2;22;5;5101;5
1;;1;5;5101;5
36;2;34;5;5101;5
30;5;25;5;5101;5
14;6;8;5;5101;2
7;5;2;5;5101;1
9;3;6;5;5101;2
9;3;6;5;5101;1
14;9;5;5;5101;2
38;15;23;5;5101;2
1;;1;5;5101;1
7;7;;5;5101;2
66;34;32;5;5101;1
268;227;41;5;5101;1
150;93;57;5;5101;1
302;203;99;5;5101;1
362;351;11;5;5101;1
385;127;258;5;5101;1
57;24;33;5;5101;1
175;51;124;5;5101;1
316;130;186;5;5101;1
295;212;83;5;5101;1
296;141;155;5;5101;1
190;58;132;5;5101;1
53;36;17;5;5101;1
13;5;8;5;5101;1
297;160;137;5;5101;1
12;5;7;5;5101;1
393;238;155;5;5101;1
136;67;69;5;5101;1
277;168;109;5;5101;1
233;193;40;5;5101;1
175;97;78;14;14101;1
46;21;25;10;10101;1
457;192;265;14;14101;1
199;95;104;14;14101;1
362;167;195;14;14101;1
222;111;111;14;14101;1
94;16;78;14;14101;1
22;5;17;11;11101;1
35;21;14;11;11101;1
195;97;98;14;14101;1
187;91;96;14;14101;1
445;237;208;14;14101;1
12;11;1;14;14101;5
11;3;8;14;14101;1
15;14;1;14;14101;1
13;9;4;14;14101;1
3;3;;14;14101;1
3;1;2;14;14101;1
10;3;7;14;14101;1
1;1;;14;14101;1
11;6;5;14;14101;1
10;4;6;14;14101;1
20;9;11;14;14101;1
16;3;13;14;14101;1
23;16;7;14;14101;1
12;7;5;14;14101;1
35;20;15;14;14101;1
21;9;12;14;14101;1
13;10;3;14;14101;1
1;;1;14;14101;1
26;10;16;14;14101;1
10;1;9;14;14101;1
7;3;4;14;14101;1
251;197;54;10;10101;1
309;241;68;14;14101;1
7;5;2;14;14101;1
2;1;1;14;14101;1
1;1;;14;14101;1
2;2;;14;14101;1
1;;1;14;14101;1
14;3;11;14;14101;1
7;4;3;14;14101;1
16;6;10;14;14101;1
5;3;2;14;14101;1
11;2;9;14;14101;1
17;16;1;14;14101;1
11;8;3;14;14101;1
4;;4;14;14101;1
342;291;51;10;10101;1
193;80;113;14;14101;1
255;103;152;14;14101;1
94;13;81;14;14101;1
1;;1;14;14101;1
217;21;196;14;14101;1
2;;2;14;14101;1
289;38;251;14;14101;1
405;115;290;14;14101;1
1;;1;14;14101;1
342;118;224;14;14101;1
492;148;344;10;10101;1
2;;2;10;10101;1
240;16;224;14;14101;1
560;234;326;14;14101;1
331;153;178;10;10101;1
10;4;6;10;10101;1
74;43;31;14;14101;1
28;4;24;10;10101;1
64;25;39;14;14101;1
238;115;123;14;14101;1
300;81;219;14;14101;1
3;;3;14;14101;1
229;86;143;10;10101;1
1;;1;14;14101;1
12;4;8;14;14101;1
247;35;212;14;14101;1
48;23;25;14;14101;1
275;161;114;14;14101;1
144;96;48;14;14101;1
5;4;1;14;14101;1
236;111;125;14;14101;1
10;1;9;14;14101;1
74;19;55;14;14101;1
4;4;;14;14101;1
6;4;2;14;14101;1
12;8;4;14;14101;1
1;1;;14;14101;1
12;9;3;14;14101;1
4;;4;14;14101;1
7;6;1;14;14101;1
8;6;2;14;14101;1
10;9;1;14;14101;1
3;3;;14;14101;1
13;4;9;14;14101;1
17;9;8;14;14101;1
22;9;13;14;14101;1
9;5;4;14;14101;1
14;9;5;14;14101;1
62;28;34;14;14101;1
15;7;8;14;14101;1
15;10;5;14;14101;1
2;;2;14;14101;1
8;5;3;14;14101;1
26;17;9;14;14101;1
21;12;9;14;14101;1
12;8;4;14;14101;1
5;;5;14;14101;1
2;1;1;14;14101;1
10;7;3;14;14101;1
10;7;3;14;14101;1
6;1;5;14;14101;1
12;5;7;14;14101;1
11;3;8;14;14101;1
7;3;4;14;14101;1
17;8;9;10;10101;1
6;5;1;14;14101;1
366;170;196;14;14101;1
131;55;76;14;14101;1
639;419;220;14;14101;1
292;271;21;14;14101;1
403;219;184;14;14101;1
177;125;52;14;14101;1
55;43;12;11;11101;1
152;124;28;10;10101;1
232;214;18;10;10101;1
223;71;152;14;14101;1
190;88;102;14;14101;1
165;111;54;14;14101;1
102;50;52;10;10101;1
204;101;103;14;14101;1
83;46;37;14;14101;1
7;4;3;14;14101;1
13;9;4;14;14101;1
8;4;4;14;14101;1
222;135;87;14;14101;1
335;211;124;10;10101;1
365;200;165;14;14101;1
5;2;3;14;14101;1
1;1;;14;14101;1
50;46;4;11;11101;1
74;60;14;11;11101;2
85;14;71;11;11101;2
42;4;38;11;11101;1
49;36;13;11;11101;1
29;10;19;11;11101;2
80;33;47;11;11101;1
347;186;161;14;14101;1
334;200;134;10;10101;1
309;257;52;14;14101;1
49;38;11;10;10101;1
23;16;7;2;2101;1
410;201;209;2;2101;1
95;50;45;4;4102;1
116;72;44;2;2101;1
18;12;6;2;2101;2
523;318;205;4;4102;1
492;293;199;2;2101;1
7;3;4;2;2101;4
24;17;7;2;2101;4
28;18;10;2;2101;4
40;27;13;4;4102;5
22;10;12;2;2101;4
10;;10;2;2101;5
55;18;37;2;2101;4
29;8;21;2;2101;5
30;23;7;2;2101;4
15;11;4;2;2101;4
13;8;5;4;4102;1
13;7;6;2;2101;1
19;9;10;4;4102;1
19;4;15;2;2101;1
17;4;13;2;2101;1
3;;3;2;2101;1
3;1;2;2;2101;1
4;1;3;2;2101;1
159;127;32;4;4102;1
1;;1;2;2101;1
5;1;4;4;4102;1
6;2;4;4;4102;1
3;1;2;4;4102;1
3;2;1;4;4102;1
4;3;1;4;4102;1
598;221;377;2;2101;1
447;120;327;2;2101;1
206;104;102;2;2101;1
477;122;355;2;2101;1
225;22;203;2;2101;1
387;59;328;4;4102;1
539;218;321;2;2101;1
612;254;358;4;4102;1
364;107;257;2;2101;1
127;35;92;2;2101;1
181;83;98;2;2101;1
481;278;203;4;4102;1
563;293;270;2;2101;1
52;2;50;2;2101;1
112;40;72;2;2101;1
64;24;40;2;2101;1
36;22;14;4;4102;1
58;8;50;2;2101;1
237;68;169;2;2101;1
151;83;68;2;2101;1
326;172;154;4;4102;1
38;11;27;2;2101;1
272;140;132;4;4102;1
80;44;36;2;2101;1
17;9;8;2;2101;1
180;103;77;4;4102;1
8;;8;4;4102;1
103;29;74;2;2101;1
14;5;9;2;2101;1
2;;2;2;2101;1
13;6;7;2;2101;1
18;7;11;4;4102;5
4;2;2;2;2101;1
24;12;12;2;2101;5
7;2;5;2;2101;1
4;1;3;2;2101;1
6;3;3;4;4102;1
2;1;1;4;4102;1
8;3;5;2;2101;1
7;5;2;2;2101;5
34;17;17;4;4102;5
25;15;10;2;2101;5
40;13;27;2;2101;5
4;2;2;2;2101;1
14;1;13;2;2101;1
5;3;2;2;2101;5
23;10;13;4;4102;5
11;7;4;2;2101;1
66;20;46;2;2101;5
12;2;10;2;2101;5
13;3;10;2;2101;1
22;17;5;2;2101;5
23;17;6;4;4102;1
440;224;216;4;4102;1
125;114;11;4;4102;1
75;57;18;2;2101;1
22;9;13;4;4102;1
217;150;67;2;2101;1
38;27;11;2;2101;1
4;3;1;2;2101;1
219;118;101;2;2101;1
3;1;2;4;4102;1
4;1;3;4;4102;1
6;4;2;4;4102;1
6;6;;2;2101;4
25;24;1;2;2101;4
7;7;;2;2101;4
18;14;4;2;2101;4
16;14;2;2;2101;4
24;9;15;2;2101;4
13;3;10;2;2101;4
15;13;2;2;2101;4
64;47;17;2;2101;4
8;6;2;2;2101;4
7;7;;2;2101;4
440;302;138;2;2101;1
3;2;1;2;2101;1
5;3;2;2;2101;1
248;137;111;2;2101;1
359;144;215;7;7301;1
228;154;74;7;7301;2
203;119;84;7;7101;2
26;9;17;7;7101;2
6;1;5;7;7101;1
18;12;6;7;7101;1
9;1;8;7;7101;1
178;178;;7;7301;1
408;330;78;7;7101;1
384;310;74;7;7301;1
13;7;6;7;7101;1
164;45;119;7;7101;1
172;67;105;7;7101;1
343;41;302;7;7101;1
250;124;126;7;7101;1
10;6;4;7;7101;2
7;1;6;7;7101;2
210;125;85;7;7101;1
422;81;341;7;7101;1
11;4;7;7;7101;1
293;169;124;7;7101;1
29;8;21;7;7101;3
16;2;14;7;7101;3
10;3;7;7;7101;3
6;1;5;7;7101;1
36;20;16;7;7101;1
12;8;4;7;7101;1
24;13;11;7;7101;1
48;32;16;7;7101;1
22;12;10;7;7101;1
134;87;47;7;7301;3
32;25;7;7;7101;1
12;10;2;7;7101;3
9;4;5;7;7101;1
54;34;20;7;7101;1
35;30;5;7;7101;1
457;238;219;7;7101;1
290;258;32;7;7301;1
185;115;70;7;7101;1
298;287;11;7;7101;1
415;125;290;7;7101;1
188;161;27;7;7101;1
68;61;7;7;7101;1
289;226;63;7;7301;1
289;191;98;7;7101;1
242;175;67;7;7101;1
176;82;94;7;7101;1
43;17;26;7;7101;1
5;1;4;7;7101;3
7;5;2;7;7101;3
14;1;13;7;7101;3
6;2;4;7;7101;3
5;1;4;7;7101;3
8;6;2;7;7101;3
4;3;1;7;7101;3
24;;24;7;7101;3
78;18;60;7;7301;1
1;;1;7;7101;1
13;3;10;7;7101;1
15;8;7;7;7301;1
349;253;96;7;7101;1
143;71;72;7;7101;1
241;197;44;7;7301;1
4;3;1;16;16101;1
1;1;;8;8110;2
13;11;2;8;8101;1
78;46;32;8;8101;1
1;;1;8;8301;2
201;118;83;8;8101;1
15;13;2;8;8101;5
37;17;20;8;8101;5
8;4;4;8;8301;5
10;5;5;8;8101;5
54;37;17;8;8101;5
33;21;12;8;8301;5
38;30;8;8;8101;5
2;2;;16;16101;5
6;1;5;8;8101;5
1;;1;8;8101;5
13;10;3;8;8101;5
9;1;8;8;8101;5
8;6;2;8;8101;5
14;10;4;8;8301;5
16;10;6;8;8101;5
17;9;8;16;16101;5
22;18;4;8;8203;5
3;1;2;8;8203;5
8;4;4;8;8101;5
2;2;;8;8101;5
1;1;;8;8101;5
90;65;25;8;8101;5
1;1;;8;8101;1
1;1;;8;8203;1
25;18;7;8;8101;5
149;57;92;8;8101;1
14;10;4;8;8101;1
2;;2;8;8101;1
170;169;1;8;8101;1
1;1;;8;8101;1
6;5;1;8;8101;5
6;6;;8;8101;5
587;160;427;8;8101;1
208;14;194;8;8101;1
18;11;7;8;8101;1
372;162;210;8;8101;1
692;253;439;8;8101;1
283;44;239;8;8101;1
18;5;13;8;8101;1
647;321;326;8;8101;1
3;;3;16;16101;1
14;5;9;16;16101;2
15;3;12;8;8301;2
17;11;6;8;8301;1
1;;1;8;8110;1
20;3;17;8;8301;2
128;29;99;8;8110;1
20;6;14;8;8301;1
6;1;5;16;16101;1
17;;17;16;16101;2
364;224;140;8;8101;1
18;8;10;8;8101;1
697;401;296;8;8101;1
369;291;78;8;8101;1
37;17;20;8;8101;1
206;78;128;8;8101;1
418;226;192;8;8101;1
65;48;17;8;8101;1
20;15;5;8;8101;1
49;21;28;8;8101;1
3;2;1;8;8101;1
54;28;26;8;8101;1
16;7;9;8;8101;5
36;28;8;8;8101;1
26;22;4;8;8101;5
13;8;5;8;8101;1
31;20;11;8;8101;1
10;5;5;8;8301;5
3;1;2;8;8101;1
30;13;17;8;8101;5
3;1;2;8;8101;1
9;3;6;8;8101;1
6;1;5;8;8101;2
8;2;6;8;8101;1
14;11;3;8;8101;5
4;1;3;8;8101;5
46;17;29;8;8101;5
28;7;21;8;8101;5
14;14;;8;8101;1
24;20;4;8;8101;5
336;299;37;8;8101;1
210;176;34;8;8101;1
420;412;8;8;8101;1
357;89;268;8;8101;1
74;54;20;8;8101;1
391;260;131;8;8101;1
281;191;90;8;8101;1
165;86;79;8;8101;1
4;2;2;8;8101;1
295;157;138;8;8101;1
9;2;7;16;16101;5
20;15;5;8;8101;1
9;7;2;8;8301;1
7;1;6;8;8110;5
42;9;33;8;8110;2
50;6;44;8;8301;2
66;10;56;8;8203;2
35;7;28;16;16101;2
78;46;32;8;8301;2
58;36;22;16;16101;2
86;57;29;8;8203;2
131;77;54;8;8110;2
15;9;6;8;8110;2
62;34;28;8;8301;2
56;30;26;8;8203;2
8;5;3;16;16101;2
252;53;199;8;8110;2
162;37;125;8;8301;2
92;16;76;16;16101;2
3;2;1;8;8101;1
9;2;7;8;8101;1
38;12;26;8;8101;1
104;62;42;8;8101;1
2;;2;8;8101;1
47;22;25;8;8203;1
7;6;1;8;8203;2
1;;1;8;8110;1
9;1;8;8;8203;1
52;25;27;8;8301;1
79;52;27;8;8301;1
94;64;30;8;8203;1
84;62;22;8;8110;1
54;37;17;16;16101;1
88;54;34;8;8301;2
85;49;36;8;8203;2
82;51;31;8;8110;2
62;45;17;16;16101;2
1;;1;8;8110;1
42;;42;8;8110;1
2;1;1;8;8301;2
24;18;6;8;8110;2
71;4;67;8;8301;1
1;;1;16;16101;1
34;4;30;16;16101;1
59;;59;8;8110;2
18;;18;8;8110;2
4;;4;8;8301;2
57;9;48;8;8301;2
1;;1;16;16101;2
38;2;36;16;16101;2
5;;5;8;8301;1
3;;3;8;8110;1
38;17;21;16;16101;1
2;;2;16;16101;1
2;;2;8;8110;1
3;;3;8;8203;1
57;12;45;8;8301;2
38;5;33;16;16101;2
3;;3;16;16101;2
65;10;55;8;8110;2
6;;6;8;8110;2
5;;5;8;8203;2
78;16;62;8;8203;2
66;66;;8;8301;1
136;136;;8;8110;1
93;93;;8;8203;1
88;88;;16;16101;1
63;63;;8;8203;2
180;161;19;16;16101;1
209;173;36;8;8110;1
218;188;30;8;8203;1
1;1;;8;8203;2
30;28;2;8;8110;2
25;24;1;16;16101;2
72;54;18;8;8203;1
48;28;20;8;8301;1
2;2;;8;8301;2
31;18;13;16;16101;2
125;51;74;8;8110;2
11;7;4;8;8110;1
53;35;18;8;8301;1
4;2;2;16;16101;1
52;25;27;8;8110;1
73;44;29;8;8203;1
19;8;11;8;8301;2
26;15;11;8;8110;2
3;1;2;16;16101;2
50;25;25;8;8203;2
58;5;53;8;8110;2
18;;18;8;8110;2
32;10;22;8;8301;1
39;11;28;16;16101;1
45;9;36;8;8301;2
243;160;83;8;8101;1
401;322;79;8;8101;1
109;52;57;9;9101;1
278;112;166;9;9101;1
106;48;58;9;9101;1
45;21;24;9;9101;1
105;52;53;9;9101;1
300;197;103;9;9101;1
127;66;61;9;9101;1
138;77;61;9;9101;1
784;477;307;9;9101;1
242;156;86;9;9101;4
17;6;11;9;9101;2
20;17;3;9;9101;4
16;14;2;9;9101;4
28;26;2;9;9101;4
27;24;3;9;9101;1
19;17;2;9;9101;1
41;33;8;9;9101;4
22;19;3;9;9101;4
11;4;7;9;9101;2
65;39;26;9;9101;3
25;19;6;9;9101;2
77;44;33;9;9101;1
47;28;19;9;9101;1
9;6;3;9;9101;1
10;8;2;9;9101;1
4;1;3;9;9101;1
238;238;;9;9101;1
285;221;64;9;9101;1
66;25;41;9;9101;1
252;101;151;9;9101;1
89;58;31;9;9101;1
227;26;201;9;9101;1
313;79;234;9;9101;1
108;35;73;9;9101;1
378;100;278;9;9101;1
40;11;29;9;9101;1
106;39;67;9;9101;1
435;211;224;9;9101;1
1;;1;9;9101;1
17;3;14;9;9101;1
86;34;52;9;9101;1
121;50;71;9;9101;1
276;151;125;9;9101;1
108;65;43;9;9101;1
18;5;13;9;9101;3
12;5;7;9;9101;3
32;14;18;9;9101;2
22;13;9;9;9101;3
1;;1;9;9101;1
13;12;1;9;9101;3
19;9;10;9;9101;2
1;;1;9;9101;1
100;61;39;9;9101;3
16;7;9;9;9101;2
1;;1;9;9101;3
16;5;11;9;9101;3
29;10;19;9;9101;3
5;4;1;9;9101;3
23;11;12;9;9101;3
26;21;5;9;9101;3
16;14;2;9;9101;2
459;295;164;9;9101;1
254;215;39;9;9101;1
165;144;21;9;9101;1
44;26;18;9;9101;1
496;473;23;9;9101;1
260;80;180;9;9101;1
150;63;87;9;9101;1
300;192;108;9;9101;1
118;88;30;9;9101;1
26;18;8;9;9101;1
30;23;7;9;9101;1
100;45;55;9;9101;1
33;7;26;9;9101;1
59;25;34;9;9101;2
12;12;;9;9101;4
22;15;7;9;9101;2
28;2;26;9;9101;1
46;14;32;9;9101;2
30;11;19;9;9101;2
30;16;14;9;9101;1
351;351;;9;9101;3
366;259;107;9;9101;1
59;23;36;9;9101;1
1;;1;9;9101;1
29;17;12;9;9101;1
148;87;61;9;9101;2
72;17;55;9;9101;1
131;131;;9;9101;1
89;22;67;9;9101;1
90;41;49;9;9101;2
70;32;38;9;9101;1
57;3;54;9;9101;2
126;30;96;9;9101;2
74;48;26;9;9101;1
313;211;102;9;9101;1
323;276;47;9;9101;1
236;174;62;9;9101;1
121;86;35;9;9101;1
195;73;122;10;10301;1
92;31;61;10;10301;5
129;43;86;10;10301;1
69;18;51;10;10301;5
4;1;3;9;9101;1
1;1;;8;8110;1
7;4;3;12;12101;1
8;1;7;13;13114;1
4;3;1;8;8110;1
53;40;13;5;5101;1
25;16;9;10;10101;1
19;16;3;10;10301;1
32;20;12;9;9101;1
25;16;9;14;14101;1
105;73;32;13;13114;1
1;1;;4;4101;1
28;14;14;5;5101;1
42;30;12;10;10101;1
17;11;6;10;10301;1
27;18;9;9;9101;1
36;26;10;14;14101;1
122;76;46;13;13114;1
115;66;49;9;9101;1
266;157;109;5;5101;1
54;35;19;10;10301;1
32;20;12;8;8301;1
64;42;22;7;7301;1
192;121;71;2;2101;1
282;162;120;8;8110;1
118;65;53;1;1101;1
34;16;18;14;14101;1
1112;607;505;13;13114;1
171;96;75;7;7101;1
3;1;2;8;8110;2
22;12;10;14;14101;2
44;25;19;16;16101;2
30;17;13;16;16101;1
75;43;32;9;9101;1
73;49;24;12;12101;1
172;108;64;13;13114;1
9;5;4;13;13114;1
54;13;41;13;13201;1
34;8;26;6;6101;1
141;25;116;13;13128;1
254;50;204;8;8110;1
302;53;249;9;9101;1
147;34;113;10;10301;1
25;6;19;8;8301;1
24;4;20;1;1101;1
45;5;40;14;14101;1
61;17;44;12;12101;1
159;29;130;15;15101;1
275;47;228;7;7101;1
20;7;13;5;5101;1
177;43;134;16;16101;1
124;17;107;8;8110;2
298;58;240;13;13128;2
141;16;125;9;9101;2
97;16;81;10;10301;2
62;13;49;13;13201;2
55;10;45;1;1101;2
91;22;69;12;12101;2
23;2;21;14;14101;2
120;26;94;16;16101;2
26;9;17;4;4101;2
8;2;6;5;5101;2
160;23;137;7;7101;2
1;1;;1;1101;2
14;13;1;13;13120;1
60;55;5;9;9101;1
166;147;19;13;13114;1
104;94;10;4;4101;1
16;13;3;13;13120;1
21;21;;9;9101;1
53;51;2;13;13114;1
26;22;4;4;4101;1
57;28;29;13;13120;1
76;42;34;5;5101;1
67;30;37;10;10301;1
152;67;85;6;6101;1
148;59;89;9;9101;1
86;36;50;7;7301;1
7;2;5;8;8110;1
129;61;68;13;13201;1
132;73;59;1;1101;1
87;29;58;15;15101;1
166;70;96;13;13119;1
48;25;23;12;12101;1
82;44;38;13;13114;1
132;62;70;4;4101;1
80;27;53;13;13119;2
3;;3;13;13114;1
212;68;144;6;6101;1
136;40;96;9;9101;1
296;85;211;13;13118;1
21;6;15;7;7301;1
207;66;141;7;7101;1
25;11;14;4;4101;1
133;53;80;16;16101;1
35;9;26;7;7301;2
70;23;47;16;16101;2
7;;7;9;9101;1
9;1;8;10;10301;1
15;4;11;14;14101;1
2;;2;13;13118;2
2;;2;13;13118;2
8;1;7;13;13118;2
8;4;4;6;6101;2
66;4;62;13;13118;1
21;2;19;16;16101;1
124;4;120;13;13118;2
158;93;65;13;13101;1
114;53;61;13;13101;2
34;7;27;9;9101;1
112;30;82;8;8110;1
169;41;128;13;13119;1
88;16;72;7;7101;1
202;57;145;4;4101;1
25;8;17;16;16101;1
4;4;;13;13118;1
288;11;277;2;2101;1
230;3;227;13;13128;1
229;12;217;2;2201;1
203;3;200;13;13128;2
301;15;286;2;2101;2
210;4;206;3;3101;2
214;7;207;2;2201;2
1;;1;8;8110;1
2;;2;2;2101;2
1;;1;13;13128;2
1;;1;16;16101;2
2;;2;8;8110;2
2;;2;15;15101;2
251;4;247;13;13201;1
347;3;344;9;9101;1
291;9;282;6;6101;1
98;6;92;10;10301;1
159;3;156;10;10101;1
167;4;163;5;5101;1
55;2;53;13;13118;1
145;2;143;8;8301;1
343;5;338;8;8110;1
133;1;132;2;2101;1
157;4;153;7;7301;1
65;;65;3;3101;1
135;2;133;1;1101;1
245;7;238;13;13128;1
366;12;354;13;13119;1
29;2;27;12;12101;1
137;6;131;15;15101;1
155;2;153;14;14101;1
233;3;230;7;7101;1
335;12;323;4;4101;1
216;7;209;16;16101;1
181;4;177;13;13201;2
72;2;70;10;10301;2
149;3;146;10;10101;2
197;6;191;9;9101;2
107;3;104;5;5101;2
149;1;148;6;6101;2
102;3;99;8;8301;2
166;6;160;8;8110;2
135;3;132;2;2101;2
154;3;151;7;7301;2
215;2;213;13;13128;2
126;5;121;3;3101;2
166;7;159;1;1101;2
374;4;370;13;13119;2
94;1;93;12;12101;2
155;2;153;15;15101;2
212;2;210;7;7101;2
113;4;109;16;16101;2
203;1;202;4;4101;2
83;24;59;1;1101;1
131;65;66;2;2201;1
146;38;108;13;13119;1
42;13;29;1;1101;2
70;20;50;13;13119;2
128;44;84;2;2201;2
312;117;195;2;2201;1
319;104;215;2;2101;1
185;71;114;3;3101;1
467;106;361;13;13128;1
191;38;153;1;1101;1
604;142;462;13;13119;1
189;59;130;2;2101;2
17;9;8;13;13128;2
185;50;135;3;3101;2
175;30;145;1;1101;2
309;67;242;13;13119;2
158;41;117;2;2201;2
3;2;1;13;13101;1
31;22;9;13;13101;2
158;95;63;2;2201;1
67;26;41;13;13120;1
123;66;57;13;13201;1
220;134;86;6;6101;1
142;58;84;10;10101;1
83;28;55;10;10301;1
276;127;149;9;9101;1
7;2;5;6;6101;1
232;124;108;5;5101;1
423;183;240;13;13118;1
113;65;48;8;8301;1
243;129;114;2;2101;1
115;47;68;7;7301;1
386;199;187;8;8110;1
136;84;52;3;3101;1
106;55;51;13;13128;1
106;40;66;15;15101;1
223;102;121;13;13119;1
196;79;117;14;14101;1
152;77;75;1;1101;1
47;20;27;12;12101;1
178;66;112;7;7101;1
363;144;219;4;4101;1
263;138;125;16;16101;1
78;39;39;11;11101;1
140;79;61;2;2201;2
85;39;46;13;13120;2
108;53;55;13;13201;2
67;30;37;5;5101;2
56;17;39;9;9101;2
31;11;20;10;10301;2
72;22;50;10;10101;2
104;56;48;6;6101;2
266;127;139;13;13118;2
161;69;92;8;8110;2
3;1;2;8;8110;2
74;37;37;7;7301;2
172;106;66;2;2101;2
169;105;64;3;3101;2
122;69;53;13;13128;2
117;52;65;1;1101;2
7;3;4;1;1101;2
130;66;64;15;15101;2
11;2;9;15;15101;2
202;109;93;13;13119;2
97;44;53;12;12101;2
118;44;74;14;14101;2
101;43;58;7;7101;2
128;59;69;4;4101;2
15;7;8;11;11101;2
91;38;53;16;16101;2
55;22;33;9;9101;1
73;30;43;10;10301;1
115;35;80;14;14101;1
2;;2;13;13118;2
206;117;89;13;13118;1
17;9;8;13;13128;1
69;46;23;13;13118;2
58;5;53;13;13118;1
80;;80;13;13118;2
20;2;18;7;7301;2
27;3;24;9;9101;1
61;5;56;5;5101;1
62;10;52;8;8110;1
52;9;43;13;13128;1
222;16;206;13;13118;1
115;9;106;13;13101;1
23;5;18;2;2101;1
22;5;17;14;14101;1
114;4;110;4;4101;1
39;5;34;16;16101;1
6;;6;13;13114;1
22;4;18;2;2101;2
96;9;87;13;13128;2
86;4;82;8;8110;2
49;1;48;9;9101;2
269;19;250;13;13118;2
174;14;160;13;13101;2
24;3;21;1;1101;2
62;7;55;5;5101;2
182;5;177;5;5101;1
33;2;31;10;10301;1
199;4;195;6;6101;1
88;;88;10;10101;1
166;7;159;13;13118;1
236;5;231;8;8110;1
191;5;186;2;2101;1
83;8;75;2;2201;1
85;1;84;14;14101;1
97;3;94;13;13119;1
81;3;78;1;1101;1
60;1;59;16;16101;1
106;;106;7;7101;1
214;2;212;6;6101;2
116;3;113;5;5101;2
