Total;Mujeres;Hombres;Region;Comuna;Jornada
18;7;11;13;13101;2
15;5;10;13;13101;2
33;12;21;13;13101;2
114;46;68;13;13101;2
72;19;53;13;13101;5
21;3;18;13;13101;1
29;2;27;13;13101;1
95;67;28;13;13101;2
29;9;20;13;13101;2
73;40;33;13;13101;1
2;;2;13;13101;1
21;18;3;13;13101;1
32;12;20;13;13101;2
19;10;9;13;13101;2
56;46;10;13;13101;2
53;46;7;13;13101;2
36;17;19;13;13101;2
37;20;17;13;13101;2
14;8;6;13;13101;1
56;17;39;13;13101;2
271;66;205;13;13101;1
25;6;19;13;13101;1
17;5;12;13;13101;1
12;6;6;13;13101;1
10;4;6;13;13101;1
18;12;6;13;13101;1
79;53;26;13;13101;2
28;2;26;13;13101;1
77;50;27;13;13101;2
33;14;19;13;13101;1
184;36;148;13;13101;1
60;30;30;13;13101;2
102;45;57;13;13101;1
138;58;80;13;13101;2
16;13;3;13;13101;5
36;14;22;13;13101;2
15;3;12;13;13101;2
42;7;35;13;13101;2
7;1;6;13;13101;1
3;3;;13;13101;1
10;5;5;13;13101;2
16;11;5;13;13101;2
18;13;5;13;13101;2
53;33;20;13;13101;2
35;15;20;13;13101;1
108;60;48;13;13101;2
14;4;10;13;13101;1
6;3;3;13;13101;1
50;8;42;13;13101;1
5;1;4;13;13101;1
47;16;31;13;13101;1
14;13;1;13;13101;1
29;26;3;13;13101;1
34;30;4;13;13101;1
28;27;1;13;13101;1
7;6;1;13;13101;1
80;43;37;13;13101;2
95;66;29;13;13101;5
36;15;21;13;13101;2
30;22;8;13;13101;2
26;24;2;13;13101;1
29;12;17;13;13101;1
225;155;70;13;13101;1
37;8;29;13;13101;2
197;66;131;13;13101;2
36;19;17;13;13101;1
1519;646;873;13;13101;1
1165;826;339;13;13101;1
281;230;51;13;13101;1
481;434;47;13;13101;1
761;452;309;13;13101;1
114;91;23;13;13101;1
193;114;79;13;13101;1
101;62;39;13;13101;1
288;116;172;13;13101;1
64;64;;13;13101;1
608;338;270;13;13101;1
597;298;299;13;13101;1
647;402;245;13;13101;1
201;93;108;13;13101;1
163;96;67;13;13101;1
924;487;437;13;13101;1
466;226;240;13;13101;1
454;253;201;13;13101;1
118;27;91;13;13101;1
118;87;31;13;13101;1
292;253;39;13;13101;1
11;6;5;13;13101;1
30;10;20;13;13101;1
17;1;16;13;13101;1
3;3;;13;13101;1
3;;3;13;13101;1
1;;1;13;13101;1
3;;3;13;13101;1
3;1;2;13;13101;1
2;;2;13;13101;1
3;;3;13;13101;1
56;25;31;13;13101;1
15;11;4;13;13101;1
6;3;3;13;13101;1
7;3;4;13;13101;1
20;5;15;13;13101;1
8;3;5;13;13101;1
26;14;12;13;13101;1
3;3;;13;13101;1
4;4;;13;13101;1
2;1;1;13;13101;1
20;17;3;13;13101;1
8;5;3;13;13101;1
4;3;1;13;13101;1
9;5;4;13;13101;2
15;9;6;13;13101;1
16;6;10;13;13101;1
4;3;1;13;13101;1
5;4;1;13;13101;1
6;5;1;13;13101;1
1;;1;13;13101;1
2;2;;13;13101;1
11;6;5;13;13101;1
4;4;;13;13101;1
30;11;19;13;13101;1
3;1;2;13;13101;1
5;4;1;13;13101;1
13;8;5;13;13101;1
5;3;2;13;13101;1
13;5;8;13;13101;1
23;12;11;13;13101;1
3;;3;13;13101;1
120;58;62;13;13101;1
3;2;1;13;13101;1
3;;3;13;13101;1
4;2;2;13;13101;1
3;1;2;13;13101;1
3;2;1;13;13101;1
4;1;3;13;13101;1
5;3;2;13;13101;1
3;2;1;13;13101;1
11;4;7;13;13101;1
42;14;28;13;13101;1
26;22;4;13;13101;1
63;49;14;13;13101;1
11;11;;13;13101;1
22;4;18;13;13101;1
3;;3;13;13101;1
24;11;13;13;13101;1
57;3;54;13;13101;1
19;7;12;13;13101;1
2;1;1;13;13101;1
131;104;27;13;13101;1
23;13;10;13;13101;1
40;21;19;13;13101;1
21;14;7;13;13101;1
28;10;18;13;13101;1
24;12;12;13;13101;1
2;1;1;13;13101;1
35;20;15;13;13101;1
11;8;3;13;13101;1
6;2;4;13;13101;1
2;1;1;13;13101;1
19;3;16;13;13101;1
2;2;;13;13101;1
3;3;;13;13101;1
4;3;1;13;13101;1
11;9;2;13;13101;1
7;4;3;13;13101;1
4;2;2;13;13101;1
176;142;34;13;13101;1
675;399;276;13;13106;1
399;234;165;13;13106;1
407;260;147;13;13106;1
213;140;73;13;13106;1
815;480;335;13;13106;1
151;83;68;13;13106;2
65;40;25;13;13106;1
37;28;9;13;13106;2
17;5;12;13;13106;2
14;3;11;13;13106;2
12;7;5;13;13106;1
21;16;5;13;13106;1
94;40;54;13;13106;1
5;1;4;13;13106;2
2;;2;13;13106;2
86;35;51;13;13106;1
3;1;2;13;13106;2
13;3;10;13;13106;2
21;17;4;13;13106;2
33;20;13;13;13106;2
12;;12;13;13106;1
28;11;17;13;13106;2
1;;1;13;13106;2
13;2;11;13;13106;2
13;2;11;13;13106;1
5;3;2;13;13106;2
33;26;7;13;13106;2
10;8;2;13;13106;2
14;9;5;13;13106;1
5;;5;13;13106;2
35;27;8;13;13106;2
20;7;13;13;13106;1
19;1;18;13;13106;1
32;23;9;13;13106;1
20;13;7;13;13106;1
20;15;5;13;13106;1
32;13;19;13;13106;1
18;3;15;13;13106;1
10;2;8;13;13106;1
10;6;4;13;13106;1
29;3;26;13;13106;1
17;12;5;13;13106;1
15;2;13;13;13106;1
8;1;7;13;13106;1
14;2;12;13;13106;1
14;1;13;13;13106;1
12;1;11;13;13106;1
69;35;34;13;13106;2
23;7;16;13;13106;1
8;2;6;13;13106;1
15;4;11;13;13106;1
7;3;4;13;13106;1
35;16;19;13;13106;1
371;311;60;13;13106;1
1;1;;13;13106;1
5;;5;13;13106;1
8;3;5;13;13106;1
1;;1;13;13106;1
23;16;7;13;13106;1
4;2;2;13;13106;1
4;2;2;13;13106;1
19;10;9;13;13106;1
2;;2;13;13106;1
1;;1;13;13106;1
10;4;6;13;13106;1
12;9;3;13;13106;1
1;1;;13;13106;1
27;12;15;13;13106;1
16;13;3;13;13106;1
28;4;24;13;13106;1
8;;8;13;13106;1
241;152;89;13;13106;1
675;77;598;13;13106;1
139;54;85;13;13106;1
388;60;328;13;13106;1
629;56;573;13;13106;1
324;87;237;13;13106;1
779;187;592;13;13106;1
554;143;411;13;13106;1
398;191;207;13;13106;1
839;337;502;13;13106;1
1026;563;463;13;13106;1
184;143;41;13;13106;1
141;28;113;13;13106;1
255;30;225;13;13106;1
433;42;391;13;13106;1
169;58;111;13;13106;1
354;28;326;13;13106;1
231;52;179;13;13106;1
355;91;264;13;13106;1
208;103;105;13;13106;1
447;169;278;13;13106;1
196;116;80;13;13106;1
192;89;103;13;13106;1
199;88;111;13;13106;1
191;52;139;13;13106;1
142;49;93;13;13106;1
60;36;24;13;13106;1
174;31;143;13;13106;1
80;23;57;13;13106;1
98;63;35;13;13106;1
164;83;81;13;13106;1
77;48;29;13;13106;1
214;173;41;13;13106;1
39;13;26;13;13106;2
37;21;16;13;13106;2
3;2;1;13;13106;2
20;13;7;13;13106;2
12;4;8;13;13106;1
2;1;1;13;13106;1
18;7;11;13;13106;2
13;;13;13;13106;1
14;6;8;13;13106;1
13;1;12;13;13106;1
10;1;9;13;13106;1
19;5;14;13;13106;1
6;1;5;13;13106;1
23;13;10;13;13106;2
7;4;3;13;13106;2
76;23;53;13;13106;2
11;5;6;13;13106;2
1;;1;13;13106;2
63;41;22;13;13106;2
24;14;10;13;13106;2
18;3;15;13;13106;2
2;1;1;13;13106;2
60;28;32;13;13106;2
5;2;3;13;13106;2
18;11;7;13;13106;2
40;14;26;13;13106;2
60;14;46;13;13106;2
29;6;23;13;13106;2
33;14;19;13;13106;2
19;11;8;13;13106;2
29;16;13;13;13106;2
19;9;10;13;13106;2
17;7;10;13;13106;2
44;14;30;13;13106;2
1;;1;13;13106;2
13;11;2;13;13106;2
2;2;;13;13106;2
8;4;4;13;13106;2
17;8;9;13;13106;2
17;13;4;13;13106;1
19;2;17;13;13106;2
9;1;8;13;13106;2
8;6;2;13;13106;1
8;;8;13;13106;2
10;7;3;13;13106;2
560;273;287;13;13106;1
365;323;42;13;13106;1
7;4;3;13;13106;2
44;24;20;13;13106;2
306;61;245;13;13106;2
25;15;10;13;13106;2
16;12;4;13;13106;2
75;2;73;13;13106;2
44;1;43;13;13106;2
70;2;68;13;13106;2
29;6;23;13;13106;2
199;24;175;13;13106;2
28;5;23;13;13106;2
208;53;155;13;13106;2
82;39;43;13;13106;2
136;66;70;13;13106;2
45;23;22;13;13106;2
1;;1;13;13106;2
65;6;59;13;13106;2
317;25;292;13;13106;2
34;3;31;13;13106;2
143;10;133;13;13106;2
72;41;31;13;13106;2
200;67;133;13;13106;2
16;10;6;13;13106;2
1;;1;13;13106;2
23;10;13;13;13106;2
222;106;116;13;13106;2
30;22;8;13;13106;2
39;6;33;13;13106;2
218;154;64;13;13106;1
128;60;68;13;13106;1
173;156;17;13;13106;1
60;32;28;13;13106;1
187;85;102;13;13106;1
164;87;77;13;13106;1
270;195;75;13;13106;1
182;103;79;13;13106;1
149;99;50;13;13106;1
249;148;101;13;13106;1
12;10;2;13;13106;2
30;20;10;13;13106;2
20;17;3;13;13106;2
55;30;25;13;13106;2
69;29;40;13;13106;2
447;311;136;13;13106;1
242;143;99;13;13106;1
217;157;60;13;13106;1
120;59;61;13;13106;1
1;1;;13;13106;1
97;57;40;13;13106;1
79;42;37;13;13106;2
70;15;55;13;13106;2
150;86;64;13;13106;1
61;34;27;13;13106;2
158;110;48;13;13106;1
168;14;154;13;13106;1
173;35;138;13;13106;1
139;44;95;13;13106;1
125;60;65;13;13106;1
157;14;143;13;13106;1
145;14;131;13;13106;1
60;56;4;13;13106;1
22;15;7;13;13101;1
46;27;19;5;5101;1
307;215;92;5;5101;1
389;216;173;5;5101;1
361;172;189;13;13101;1
2;;2;13;13101;2
602;322;280;5;5101;1
471;273;198;5;5101;1
258;142;116;13;13101;1
106;80;26;5;5101;2
240;126;114;5;5101;1
149;65;84;5;5101;1
703;415;288;5;5101;1
5;3;2;5;5101;2
17;8;9;5;5101;1
2;2;;5;5101;3
18;7;11;5;5101;1
48;44;4;5;5101;1
29;28;1;5;5101;1
25;18;7;5;5101;1
18;8;10;5;5101;1
27;22;5;5;5101;1
21;11;10;5;5101;2
32;25;7;5;5101;1
8;7;1;5;5101;1
26;26;;5;5101;1
4;3;1;5;5101;1
26;19;7;5;5101;1
9;6;3;5;5101;1
10;10;;5;5101;1
10;9;1;5;5101;1
2;2;;5;5101;2
12;10;2;5;5101;1
21;4;17;5;5101;1
5;4;1;5;5101;1
8;4;4;5;5101;2
30;27;3;5;5101;1
335;243;92;5;5101;1
4;2;2;5;5101;2
15;8;7;5;5101;1
10;1;9;5;5101;1
6;4;2;5;5101;1
34;15;19;5;5101;1
13;6;7;5;5101;1
12;4;8;5;5101;1
24;7;17;5;5101;1
24;15;9;5;5101;1
24;5;19;5;5101;1
162;162;;5;5101;1
354;291;63;5;5101;1
236;187;49;5;5701;1
10;1;9;5;5101;1
1;;1;5;5101;1
22;10;12;5;5101;1
36;12;24;5;5101;1
3;2;1;5;5101;1
2;1;1;5;5101;1
17;13;4;5;5101;1
1;1;;5;5101;1
9;2;7;5;5101;1
25;18;7;5;5101;1
64;24;40;5;5101;1
7;1;6;5;5101;1
10;4;6;5;5101;1
5;4;1;5;5101;1
14;7;7;5;5101;1
6;5;1;5;5101;1
3;1;2;5;5101;1
3;;3;5;5101;1
11;6;5;5;5101;1
3;;3;5;5101;1
3;1;2;5;5101;2
33;19;14;5;5101;1
4;1;3;5;5101;1
11;8;3;5;5101;1
6;6;;5;5101;1
11;3;8;5;5101;1
17;10;7;5;5101;1
3;;3;5;5101;1
12;1;11;5;5101;1
222;209;13;5;5101;1
193;162;31;5;5701;1
143;96;47;5;5101;1
9;7;2;13;13101;1
234;137;97;5;5101;1
306;85;221;5;5101;1
283;148;135;5;5101;1
267;26;241;5;5101;1
393;159;234;13;13101;1
606;258;348;5;5101;1
116;46;70;5;5101;1
30;7;23;13;13101;1
578;319;259;5;5101;1
492;215;277;13;13101;1
553;154;399;5;5101;1
75;31;44;5;5101;1
109;51;58;5;5101;1
99;61;38;13;13101;1
314;180;134;5;5101;1
338;185;153;5;5101;1
74;38;36;5;5101;1
105;39;66;5;5101;1
17;5;12;5;5101;1
17;5;12;5;5101;2
16;7;9;5;5101;2
5;1;4;5;5101;1
48;23;25;5;5101;1
3;1;2;5;5101;1
24;5;19;5;5101;1
20;12;8;5;5101;1
38;31;7;5;5101;1
4;4;;5;5101;1
9;5;4;5;5101;1
42;17;25;5;5101;2
5;2;3;5;5101;2
7;4;3;5;5101;1
17;16;1;5;5101;1
16;8;8;5;5101;1
46;15;31;5;5101;2
32;25;7;5;5101;1
22;10;12;5;5101;2
54;22;32;5;5101;2
60;29;31;5;5101;2
25;15;10;5;5101;2
7;6;1;5;5101;2
21;17;4;5;5101;2
43;19;24;5;5101;2
27;10;17;5;5101;2
5;1;4;5;5101;2
19;11;8;5;5101;2
8;3;5;5;5101;2
54;36;18;5;5101;1
29;18;11;5;5101;1
22;12;10;5;5101;1
16;8;8;5;5101;1
59;27;32;5;5101;1
219;112;107;5;5701;1
495;243;252;5;5101;1
2;1;1;5;5101;1
82;14;68;5;5101;1
299;265;34;5;5101;1
136;125;11;5;5701;1
435;417;18;5;5101;1
513;340;173;5;5101;1
84;38;46;5;5101;1
256;114;142;5;5101;1
37;6;31;5;5101;1
420;285;135;5;5101;1
365;235;130;5;5101;1
1;;1;5;5101;1
300;135;165;5;5101;1
119;88;31;5;5101;1
298;181;117;5;5101;1
155;88;67;5;5701;1
358;296;62;5;5101;1
2;1;1;2;2101;1
86;51;35;2;2101;1
35;19;16;2;2101;1
157;66;91;2;2101;1
124;80;44;2;2101;1
49;28;21;2;2101;1
44;23;21;2;2101;1
82;45;37;2;2101;1
99;50;49;2;2101;1
452;268;184;2;2101;1
98;55;43;2;2101;1
3;2;1;2;2101;1
9;6;3;2;2101;1
9;1;8;2;2101;1
9;2;7;2;2101;1
35;20;15;2;2101;1
15;15;;2;2101;1
325;277;48;2;2101;1
153;141;12;2;2101;1
66;25;41;2;2101;1
45;18;27;2;2101;1
48;9;39;2;2101;1
352;128;224;2;2101;1
105;2;103;2;2101;1
69;2;67;2;2101;1
399;108;291;2;2101;1
9;5;4;2;2101;1
165;11;154;2;2101;1
401;210;191;2;2101;1
44;2;42;2;2101;1
31;;31;2;2101;1
1;;1;2;2101;1
121;19;102;2;2101;1
6;3;3;2;2101;1
80;5;75;2;2101;1
2;;2;2;2101;1
14;12;2;2;2101;1
1;1;;2;2101;1
312;163;149;2;2101;1
1;;1;2;2101;1
5;4;1;2;2101;1
2;1;1;2;2101;1
11;7;4;2;2101;1
5;1;4;2;2101;1
20;7;13;2;2101;1
38;25;13;2;2101;1
8;1;7;2;2101;1
12;6;6;2;2101;1
14;14;;2;2101;3
5;1;4;2;2101;1
40;24;16;2;2101;3
4;2;2;2;2101;1
25;15;10;2;2101;1
379;212;167;2;2101;1
79;15;64;2;2101;1
274;241;33;2;2101;1
287;268;19;2;2101;1
409;251;158;2;2101;1
26;14;12;2;2101;1
45;37;8;2;2101;1
88;87;1;2;2101;1
140;;140;2;2101;1
2;1;1;2;2101;1
120;119;1;2;2101;1
92;72;20;2;2101;1
30;13;17;2;2101;1
22;10;12;2;2101;2
155;137;18;2;2101;4
192;131;61;2;2101;1
29;13;16;2;2101;1
11;7;4;2;2101;1
2;1;1;2;2101;1
40;37;3;2;2101;2
43;5;38;2;2101;2
183;10;173;2;2101;2
136;108;28;2;2101;2
52;52;;2;2101;2
100;33;67;2;2101;2
37;23;14;2;2101;2
254;159;95;2;2101;1
111;91;20;2;2101;1
167;148;19;2;2101;1
2;;2;4;4101;1
415;203;212;4;4101;1
278;190;88;4;4101;1
200;101;99;4;4101;1
52;35;17;4;4101;1
8;5;3;4;4101;1
42;27;15;4;4101;1
168;99;69;4;4101;1
3;2;1;4;4101;1
12;4;8;4;4101;1
5;4;1;4;4101;1
16;10;6;4;4101;1
231;194;37;4;4101;1
167;64;103;4;4101;1
283;99;184;4;4101;1
171;102;69;4;4101;1
357;68;289;4;4101;1
301;125;176;4;4101;1
306;24;282;4;4101;1
350;199;151;4;4101;1
356;87;269;4;4101;1
308;22;286;4;4101;1
174;99;75;4;4101;1
100;52;48;4;4101;1
141;16;125;4;4101;1
292;97;195;4;4101;1
184;126;58;4;4101;1
65;26;39;4;4101;1
46;7;39;4;4101;1
16;7;9;4;4101;1
83;21;62;4;4101;1
6;1;5;4;4101;1
1;1;;4;4101;1
3;2;1;4;4101;1
16;9;7;4;4101;1
8;;8;4;4101;1
5;3;2;4;4101;1
8;4;4;4;4101;1
77;33;44;4;4101;1
3;1;2;4;4101;1
6;;6;4;4101;2
12;2;10;4;4101;1
34;21;13;4;4101;1
255;161;94;4;4101;1
84;53;31;4;4101;1
199;125;74;4;4101;1
225;218;7;4;4101;1
33;27;6;4;4301;1
98;85;13;4;4101;1
154;43;111;4;4101;1
101;101;;4;4101;1
192;77;115;4;4101;1
189;133;56;4;4101;1
73;41;32;4;4101;1
64;39;25;4;4101;1
41;33;8;4;4101;1
197;117;80;4;4101;1
251;181;70;4;4101;1
41;23;18;4;4101;1
119;76;43;4;4101;1
94;60;34;4;4101;1
216;107;109;8;8101;1
381;192;189;8;8101;1
121;34;87;8;8101;1
75;46;29;16;16101;1
246;160;86;8;8101;1
211;124;87;16;16101;1
1;1;;8;8101;1
10;7;3;16;16101;1
6;5;1;8;8101;1
4;1;3;16;16101;1
1;;1;16;16101;1
3;1;2;8;8101;1
18;9;9;8;8101;1
2;1;1;16;16101;1
45;16;29;8;8101;2
45;32;13;16;16101;2
5;4;1;16;16101;1
46;29;17;8;8101;1
42;36;6;16;16101;1
201;107;94;16;16101;1
87;49;38;8;8101;1
130;65;65;8;8101;1
23;8;15;8;8101;1
5;3;2;8;8101;1
6;3;3;16;16101;1
14;7;7;16;16101;1
13;2;11;8;8101;2
347;259;88;16;16101;1
304;263;41;16;16101;1
245;65;180;8;8101;1
370;111;259;8;8101;1
253;16;237;8;8101;1
323;25;298;8;8101;1
84;18;66;8;8101;1
1;;1;8;8101;1
391;37;354;8;8101;1
311;45;266;16;16101;1
422;157;265;8;8101;1
341;125;216;8;8101;1
122;17;105;8;8101;2
4;;4;8;8101;1
122;15;107;8;8101;1
271;15;256;8;8101;1
263;117;146;8;8101;1
523;264;259;8;8101;1
2;1;1;8;8101;1
303;169;134;16;16101;1
57;26;31;8;8101;2
46;26;20;16;16101;2
100;61;39;8;8101;2
123;72;51;16;16101;2
351;32;319;8;8101;1
325;8;317;8;8101;1
67;2;65;8;8101;2
214;7;207;8;8101;1
405;19;386;8;8101;1
87;3;84;8;8101;2
137;87;50;16;16101;1
204;53;151;8;8101;1
284;74;210;8;8101;1
119;59;60;16;16101;1
109;45;64;8;8101;1
1;;1;16;16101;2
4;1;3;8;8101;1
10;6;4;16;16101;1
21;5;16;16;16101;1
11;5;6;16;16101;1
8;2;6;8;8101;1
9;4;5;8;8101;2
2;2;;16;16101;1
29;17;12;16;16101;1
4;1;3;16;16101;1
1;1;;16;16101;1
29;16;13;8;8101;2
44;19;25;16;16101;2
32;13;19;8;8101;1
13;4;9;16;16101;1
3;;3;8;8101;1
18;4;14;8;8101;2
1;;1;8;8101;2
48;33;15;16;16101;1
1;;1;8;8101;1
27;10;17;8;8101;1
35;28;7;16;16101;1
337;300;37;16;16101;1
196;142;54;16;16101;1
104;64;40;16;16101;1
1;1;;16;16101;1
295;89;206;16;16101;1
192;160;32;16;16101;1
159;82;77;16;16101;1
191;191;;16;16101;1
184;55;129;16;16101;1
271;177;94;16;16101;1
303;199;104;16;16101;1
114;71;43;16;16101;2
48;31;17;8;8101;2
58;32;26;16;16101;2
24;16;8;8;8101;2
8;7;1;8;8101;1
210;157;53;8;8101;1
222;168;54;16;16101;1
5;3;2;16;16101;1
247;101;146;9;9101;1
68;32;36;9;9101;1
130;67;63;9;9101;1
132;63;69;9;9101;1
216;136;80;9;9101;1
437;234;203;9;9101;1
4;2;2;9;9101;1
6;3;3;9;9101;1
52;29;23;9;9101;1
5;;5;9;9101;1
22;10;12;9;9101;1
9;3;6;9;9101;1
6;2;4;9;9101;1
13;8;5;9;9101;1
54;33;21;9;9101;1
328;244;84;9;9101;1
7;4;3;9;9101;1
10;7;3;9;9101;1
1;;1;9;9101;1
9;7;2;9;9101;1
7;5;2;9;9101;1
5;2;3;9;9101;1
3;2;1;9;9101;1
2;2;;9;9101;1
2;1;1;9;9101;1
4;2;2;9;9101;1
3;2;1;9;9101;1
1;1;;9;9101;1
3;;3;9;9101;1
8;4;4;9;9101;1
2;;2;9;9101;1
282;233;49;9;9101;1
213;65;148;9;9101;1
115;56;59;9;9101;1
219;13;206;9;9101;1
128;9;119;9;9101;1
62;35;27;9;9101;1
19;4;15;9;9101;1
276;137;139;9;9101;1
320;63;257;9;9101;1
279;54;225;9;9101;1
123;4;119;9;9101;1
57;14;43;9;9101;1
216;20;196;9;9101;1
74;34;40;9;9101;1
62;11;51;9;9101;1
414;209;205;9;9101;1
1;;1;9;9101;1
2;;2;9;9101;1
8;7;1;9;9101;1
340;81;259;9;9101;1
154;93;61;9;9101;1
149;9;140;9;9101;1
37;1;36;9;9101;1
257;133;124;9;9101;1
22;15;7;9;9101;1
3;;3;9;9101;1
1;;1;9;9101;1
2;1;1;9;9101;1
7;2;5;9;9101;1
5;4;1;9;9101;1
3;;3;9;9101;1
18;5;13;9;9101;1
13;8;5;9;9101;1
48;28;20;9;9101;1
30;18;12;9;9101;1
46;16;30;9;9101;1
36;12;24;9;9101;1
23;12;11;9;9101;1
14;13;1;9;9101;1
24;18;6;9;9101;1
20;15;5;9;9101;1
9;3;6;9;9101;1
53;30;23;9;9101;1
11;2;9;9;9101;1
18;11;7;9;9101;1
32;19;13;9;9101;1
30;14;16;9;9101;1
24;16;8;9;9101;1
49;31;18;9;9101;1
31;16;15;9;9101;1
28;21;7;9;9101;1
25;17;8;9;9101;1
18;15;3;9;9101;1
467;246;221;9;9101;1
230;199;31;9;9101;1
249;237;12;9;9101;1
452;262;190;9;9101;1
147;87;60;9;9101;1
108;59;49;9;9101;1
264;78;186;9;9101;1
189;62;127;9;9101;1
209;143;66;9;9101;1
143;64;79;9;9101;1
96;51;45;9;9101;1
201;57;144;9;9101;1
10;2;8;9;9101;1
4;2;2;9;9101;1
3;3;;9;9101;1
23;15;8;9;9101;1
11;3;8;9;9101;1
2;2;;9;9101;1
1;;1;9;9101;1
6;4;2;9;9101;1
1;;1;9;9101;1
1;;1;9;9101;1
2;2;;9;9101;1
8;1;7;9;9101;1
331;215;116;9;9101;1
83;49;34;9;9101;1
135;73;62;9;9101;1
91;11;80;9;9115;1
43;21;22;9;9115;1
64;55;9;9;9115;1
304;158;146;9;9101;1
267;223;44;9;9101;1
244;193;51;9;9101;1
71;39;32;12;12101;1
81;35;46;12;12101;1
36;23;13;12;12101;1
33;17;16;12;12101;1
20;8;12;12;12101;2
21;14;7;12;12101;2
6;6;;12;12401;2
1;1;;12;12301;2
225;135;90;12;12101;1
8;4;4;12;12101;1
3;1;2;12;12101;1
68;60;8;11;11101;1
432;340;92;12;12101;1
139;126;13;12;12101;1
2;;2;12;12101;2
208;48;160;12;12101;1
147;62;85;12;12101;1
11;;11;12;12101;2
62;37;25;12;12101;2
17;10;7;12;12401;2
38;25;13;11;11101;2
7;;7;12;12101;2
96;17;79;12;12101;1
31;10;21;12;12101;2
187;34;153;12;12101;1
185;103;82;12;12101;1
14;6;8;12;12101;2
7;5;2;12;12101;5
6;3;3;12;12101;5
173;102;71;12;12101;1
170;137;33;12;12101;1
27;10;17;12;12101;1
8;6;2;12;12101;1
22;16;6;12;12101;1
31;23;8;12;12101;2
26;26;;12;12401;2
35;25;10;12;12101;1
42;10;32;12;12101;1
30;30;;12;12101;1
78;78;;11;11101;2
55;55;;12;12101;2
35;13;22;12;12101;1
60;31;29;12;12101;1
33;18;15;12;12101;1
252;150;102;12;12101;1
20;1;19;12;12101;2
29;21;8;12;12101;2
17;15;2;12;12301;2
42;40;2;12;12401;2
101;101;;12;12101;2
4;4;;12;12301;2
2;2;;12;12401;2
1;1;;12;12301;5
56;44;12;12;12401;2
26;7;19;12;12101;2
24;18;6;12;12401;2
85;48;37;12;12101;2
19;14;5;11;11101;2
13;11;2;12;12301;2
9;6;3;12;12401;2
22;14;8;12;12101;2
94;18;76;12;12101;2
78;6;72;12;12101;2
11;11;;11;11101;2
119;90;29;12;12101;5
35;;35;12;12101;2
51;21;30;12;12101;2
1;;1;12;12301;2
5;3;2;12;12401;2
30;8;22;12;12101;2
36;22;14;12;12101;2
11;9;2;12;12301;2
13;10;3;12;12401;2
36;17;19;12;12101;1
182;146;36;12;12101;1
107;80;27;12;12101;1
91;54;37;13;13129;1
410;155;255;7;7101;1
393;208;185;7;7101;1
97;55;42;13;13129;1
375;237;138;7;7101;1
4;3;1;13;13129;1
25;18;7;7;7101;1
66;33;33;7;7401;1
192;114;78;7;7101;1
691;446;245;7;7101;1
285;159;126;13;13129;1
12;4;8;13;13129;2
40;15;25;7;7101;2
8;5;3;7;7101;2
16;9;7;7;7101;2
36;18;18;7;7101;1
24;16;8;7;7101;2
148;99;49;7;7101;1
32;11;21;7;7101;1
10;2;8;7;7301;1
4;2;2;7;7101;1
14;3;11;7;7101;1
25;12;13;7;7101;1
23;10;13;7;7101;1
13;2;11;7;7101;1
10;1;9;7;7101;1
7;1;6;7;7301;1
363;285;78;7;7101;1
9;6;3;7;7101;1
7;5;2;7;7101;1
7;6;1;7;7101;1
8;5;3;7;7101;1
13;4;9;7;7101;1
318;281;37;7;7101;1
12;1;11;7;7301;1
277;61;216;7;7301;1
89;6;83;7;7301;1
90;30;60;7;7101;1
219;20;199;7;7301;1
37;6;31;7;7301;1
132;39;93;7;7301;1
64;20;44;7;7301;1
519;199;320;7;7301;1
155;8;147;7;7301;1
259;24;235;7;7301;1
185;87;98;13;13129;1
684;345;339;7;7101;1
30;14;16;7;7101;1
151;48;103;7;7301;1
84;5;79;7;7101;1
231;62;169;7;7101;1
16;1;15;7;7301;1
49;21;28;7;7101;1
50;;50;7;7301;1
131;50;81;7;7101;1
285;164;121;7;7101;1
55;16;39;7;7101;1
20;9;11;7;7101;1
10;6;4;7;7101;1
4;;4;7;7301;1
7;;7;7;7101;1
9;2;7;13;13129;1
32;12;20;13;13129;1
40;23;17;7;7101;1
115;56;59;13;13129;1
11;3;8;7;7101;1
31;10;21;13;13129;1
23;7;16;7;7101;1
7;5;2;7;7101;1
15;6;9;7;7101;1
79;53;26;7;7101;1
18;14;4;7;7101;1
40;24;16;7;7101;1
20;9;11;7;7101;1
10;2;8;7;7301;1
59;33;26;7;7101;1
12;10;2;13;13129;1
24;11;13;7;7101;1
10;3;7;13;13129;1
63;27;36;7;7101;1
19;10;9;7;7101;1
9;6;3;7;7101;1
80;56;24;7;7101;1
28;20;8;7;7101;1
12;2;10;7;7101;1
531;262;269;7;7101;1
315;282;33;7;7101;1
542;370;172;7;7101;1
23;22;1;13;13129;1
16;11;5;7;7401;1
4;2;2;13;13129;1
72;49;23;7;7401;1
34;18;16;7;7401;1
12;12;;13;13129;1
20;20;;7;7401;1
535;381;154;7;7101;1
16;10;6;7;7401;1
59;31;28;6;6310;2
7;3;4;7;7401;1
12;3;9;7;7401;1
64;45;19;6;6310;1
57;33;24;6;6310;1
14;6;8;6;6310;2
29;13;16;6;6310;1
9;;9;6;6310;2
368;234;134;7;7101;1
143;39;104;3;3101;1
376;216;160;3;3101;1
324;277;47;3;3101;1
4;3;1;3;3101;2
